Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes
Wed Jan 7 2015,9:30 pm,Phoenix Suns,113,Minnesota Timberwolves,111,Box Score,,10547,
Wed Jan 7 2015,7:00 pm,Milwaukee Bucks,97,Philadelphia 76ers,77,Box Score,,10288,
Wed Jan 7 2015,10:00 pm,Oklahoma City Thunder,83,Sacramento Kings,104,Box Score,,16037,
Wed Jan 7 2015,7:00 pm,New York Knicks,91,Washington Wizards,101,Box Score,,16902,
Thu Jan 8 2015,8:00 pm,Houston Rockets,120,New York Knicks,96,Box Score,,19812,
Thu Jan 8 2015,10:30 pm,Miami Heat,83,Portland Trail Blazers,99,Box Score,,19441,
Thu Jan 8 2015,7:30 pm,Charlotte Hornets,103,Toronto Raptors,95,Box Score,,19800,
Fri Jan 9 2015,7:30 pm,Philadelphia 76ers,90,Brooklyn Nets,88,Box Score,,16172,
Fri Jan 9 2015,7:30 pm,Atlanta Hawks,106,Detroit Pistons,103,Box Score,,18859,
Fri Jan 9 2015,10:30 pm,Cleveland Cavaliers,94,Golden State Warriors,112,Box Score,,19596,
Fri Jan 9 2015,7:00 pm,Boston Celtics,103,Indiana Pacers,107,Box Score,OT,18165,
Fri Jan 9 2015,10:30 pm,Orlando Magic,84,Los Angeles Lakers,101,Box Score,,18997,
Fri Jan 9 2015,8:30 pm,Minnesota Timberwolves,84,Milwaukee Bucks,98,Box Score,,15480,
Fri Jan 9 2015,8:00 pm,Memphis Grizzlies,95,New Orleans Pelicans,106,Box Score,,17639,
Fri Jan 9 2015,8:00 pm,Utah Jazz,94,Oklahoma City Thunder,99,Box Score,,18203,
Fri Jan 9 2015,10:00 pm,Denver Nuggets,118,Sacramento Kings,108,Box Score,,16029,
Fri Jan 9 2015,8:30 pm,Phoenix Suns,95,San Antonio Spurs,100,Box Score,,18581,
Fri Jan 9 2015,8:00 pm,Chicago Bulls,86,Washington Wizards,102,Box Score,,20356,
Sat Jan 10 2015,8:00 pm,Milwaukee Bucks,87,Chicago Bulls,95,Box Score,,21781,
Sat Jan 10 2015,7:30 pm,Brooklyn Nets,93,Detroit Pistons,98,Box Score,,19301,
Sat Jan 10 2015,8:00 pm,Utah Jazz,82,Houston Rockets,97,Box Score,,18235,
Sat Jan 10 2015,3:30 pm,Dallas Mavericks,100,Los Angeles Clippers,120,Box Score,,19060,
Sat Jan 10 2015,8:00 pm,San Antonio Spurs,108,Minnesota Timberwolves,93,Box Score,,17871,
Sat Jan 10 2015,1:00 pm,Charlotte Hornets,110,New York Knicks,82,Box Score,,19812,
Sat Jan 10 2015,7:30 pm,Indiana Pacers,92,Philadelphia 76ers,93,Box Score,,17496,
Sat Jan 10 2015,10:00 pm,Orlando Magic,92,Portland Trail Blazers,103,Box Score,,19546,
Sat Jan 10 2015,7:30 pm,Boston Celtics,96,Toronto Raptors,109,Box Score,,19800,
Sun Jan 11 2015,3:00 pm,Washington Wizards,89,Atlanta Hawks,120,Box Score,,18057,
Sun Jan 11 2015,3:30 pm,Miami Heat,104,Los Angeles Clippers,90,Box Score,,19060,
Sun Jan 11 2015,9:30 pm,Portland Trail Blazers,106,Los Angeles Lakers,94,Box Score,,18997,
Sun Jan 11 2015,6:00 pm,Phoenix Suns,110,Memphis Grizzlies,122,Box Score,2OT,17212,
Sun Jan 11 2015,9:00 pm,Cleveland Cavaliers,84,Sacramento Kings,103,Box Score,,16143,
Mon Jan 12 2015,7:30 pm,New Orleans Pelicans,100,Boston Celtics,108,Box Score,,16905,
Mon Jan 12 2015,7:30 pm,Houston Rockets,113,Brooklyn Nets,99,Box Score,,16115,
Mon Jan 12 2015,8:00 pm,Orlando Magic,121,Chicago Bulls,114,Box Score,,21302,
Mon Jan 12 2015,7:30 pm,Detroit Pistons,114,Toronto Raptors,111,Box Score,,19800,
Tue Jan 13 2015,7:00 pm,Minnesota Timberwolves,110,Indiana Pacers,101,Box Score,,16781,
Tue Jan 13 2015,10:30 pm,Miami Heat,78,Los Angeles Lakers,75,Box Score,,18997,
Tue Jan 13 2015,7:00 pm,Atlanta Hawks,105,Philadelphia 76ers,87,Box Score,,10466,
Tue Jan 13 2015,9:00 pm,Cleveland Cavaliers,100,Phoenix Suns,107,Box Score,,16819,
Tue Jan 13 2015,10:00 pm,Dallas Mavericks,108,Sacramento Kings,104,Box Score,OT,15747,
Tue Jan 13 2015,9:00 pm,Golden State Warriors,116,Utah Jazz,105,Box Score,,19911,
Tue Jan 13 2015,7:00 pm,San Antonio Spurs,93,Washington Wizards,101,Box Score,,18116,
Wed Jan 14 2015,8:00 pm,Atlanta Hawks,105,Boston Celtics,91,Box Score,,16067,
Wed Jan 14 2015,7:30 pm,Memphis Grizzlies,103,Brooklyn Nets,92,Box Score,,16516,
Wed Jan 14 2015,8:00 pm,Washington Wizards,105,Chicago Bulls,99,Box Score,,21498,
Wed Jan 14 2015,7:00 pm,San Antonio Spurs,98,Charlotte Hornets,93,Box Score,,17309,
Wed Jan 14 2015,9:00 pm,Dallas Mavericks,107,Denver Nuggets,114,Box Score,,14022,
Wed Jan 14 2015,7:30 pm,New Orleans Pelicans,105,Detroit Pistons,94,Box Score,,12016,
Wed Jan 14 2015,10:30 pm,Miami Heat,89,Golden State Warriors,104,Box Score,,19596,
Wed Jan 14 2015,7:00 pm,Houston Rockets,113,Orlando Magic,120,Box Score,,16828,
Wed Jan 14 2015,10:30 pm,Los Angeles Clippers,100,Portland Trail Blazers,94,Box Score,,19441,
Wed Jan 14 2015,7:30 pm,Philadelphia 76ers,84,Toronto Raptors,100,Box Score,,19800,
Thu Jan 15 2015,8:00 pm,Oklahoma City Thunder,101,Houston Rockets,112,Box Score,,18315,
Thu Jan 15 2015,10:30 pm,Cleveland Cavaliers,109,Los Angeles Lakers,102,Box Score,,18997,
Thu Jan 15 2015,3:00 pm,New York Knicks,79,Milwaukee Bucks,95,Box Score,,18689,at London England
Fri Jan 16 2015,7:30 pm,Chicago Bulls,119,Boston Celtics,103,Box Score,,18624,
Fri Jan 16 2015,8:30 pm,Denver Nuggets,89,Dallas Mavericks,97,Box Score,,20337,
Fri Jan 16 2015,7:00 pm,Detroit Pistons,98,Indiana Pacers,96,Box Score,,17558,
Fri Jan 16 2015,10:30 pm,Cleveland Cavaliers,126,Los Angeles Clippers,121,Box Score,,19380,
Fri Jan 16 2015,8:00 pm,Golden State Warriors,115,Oklahoma City Thunder,127,Box Score,,18203,
Fri Jan 16 2015,7:00 pm,Memphis Grizzlies,106,Orlando Magic,96,Box Score,,18141,
Fri Jan 16 2015,7:00 pm,New Orleans Pelicans,81,Philadelphia 76ers,96,Box Score,,15672,
Fri Jan 16 2015,9:00 pm,Minnesota Timberwolves,99,Phoenix Suns,110,Box Score,,17441,
Fri Jan 16 2015,10:00 pm,Miami Heat,95,Sacramento Kings,83,Box Score,,16350,
Fri Jan 16 2015,8:30 pm,Portland Trail Blazers,96,San Antonio Spurs,110,Box Score,,18581,
Fri Jan 16 2015,7:30 pm,Atlanta Hawks,110,Toronto Raptors,89,Box Score,,19800,
Fri Jan 16 2015,9:00 pm,Los Angeles Lakers,85,Utah Jazz,94,Box Score,,19911,
Fri Jan 16 2015,7:00 pm,Brooklyn Nets,102,Washington Wizards,80,Box Score,,17788,
Sat Jan 17 2015,8:00 pm,Washington Wizards,99,Brooklyn Nets,90,Box Score,,17732,
Sat Jan 17 2015,8:00 pm,Atlanta Hawks,107,Chicago Bulls,99,Box Score,,22024,
Sat Jan 17 2015,7:00 pm,Indiana Pacers,71,Charlotte Hornets,80,Box Score,OT,19285,
Sat Jan 17 2015,9:00 pm,Minnesota Timberwolves,113,Denver Nuggets,105,Box Score,,14821,
Sat Jan 17 2015,7:30 pm,Philadelphia 76ers,89,Detroit Pistons,107,Box Score,,15496,
Sat Jan 17 2015,8:00 pm,Golden State Warriors,131,Houston Rockets,106,Box Score,,18458,
Sat Jan 17 2015,9:00 pm,Portland Trail Blazers,98,Memphis Grizzlies,102,Box Score,,18119,
Sat Jan 17 2015,10:00 pm,Los Angeles Clippers,117,Sacramento Kings,108,Box Score,,16601,
Sun Jan 18 2015,6:00 pm,Oklahoma City Thunder,127,Orlando Magic,99,Box Score,,16128,
Sun Jan 18 2015,7:00 pm,Utah Jazz,69,San Antonio Spurs,89,Box Score,,18581,
Sun Jan 18 2015,3:30 pm,New Orleans Pelicans,95,Toronto Raptors,93,Box Score,,19800,
Mon Jan 19 2015,2:30 pm,Detroit Pistons,82,Atlanta Hawks,93,Box Score,,19108,
Mon Jan 19 2015,2:00 pm,Minnesota Timberwolves,80,Charlotte Hornets,105,Box Score,,17989,
Mon Jan 19 2015,7:30 pm,Chicago Bulls,94,Cleveland Cavaliers,108,Box Score,,20562,
Mon Jan 19 2015,4:00 pm,Denver Nuggets,79,Golden State Warriors,122,Box Score,,19596,
Mon Jan 19 2015,5:30 pm,Indiana Pacers,98,Houston Rockets,110,Box Score,,18266,
Mon Jan 19 2015,3:30 pm,Boston Celtics,93,Los Angeles Clippers,102,Box Score,,19060,
Mon Jan 19 2015,5:00 pm,Dallas Mavericks,103,Memphis Grizzlies,95,Box Score,,18119,
Mon Jan 19 2015,8:00 pm,Toronto Raptors,92,Milwaukee Bucks,89,Box Score,,12707,
Mon Jan 19 2015,5:30 pm,New Orleans Pelicans,92,New York Knicks,99,Box Score,,19812,
Mon Jan 19 2015,10:00 pm,Los Angeles Lakers,100,Phoenix Suns,115,Box Score,,17435,
Mon Jan 19 2015,10:00 pm,Sacramento Kings,94,Portland Trail Blazers,98,Box Score,,19441,
Mon Jan 19 2015,2:00 pm,Philadelphia 76ers,76,Washington Wizards,111,Box Score,,19040,
Tue Jan 20 2015,9:00 pm,San Antonio Spurs,109,Denver Nuggets,99,Box Score,,14434,
Tue Jan 20 2015,7:30 pm,Oklahoma City Thunder,94,Miami Heat,86,Box Score,,19735,
Wed Jan 21 2015,7:30 pm,Indiana Pacers,91,Atlanta Hawks,110,Box Score,,15045,
Wed Jan 21 2015,7:00 pm,Miami Heat,76,Charlotte Hornets,78,Box Score,,16914,
Wed Jan 21 2015,7:00 pm,Utah Jazz,92,Cleveland Cavaliers,106,Box Score,,20562,
Wed Jan 21 2015,7:30 pm,Orlando Magic,118,Detroit Pistons,128,Box Score,,12148,
Wed Jan 21 2015,10:30 pm,Houston Rockets,113,Golden State Warriors,126,Box Score,,19596,
Wed Jan 21 2015,8:00 pm,Toronto Raptors,86,Memphis Grizzlies,92,Box Score,,15112,
Wed Jan 21 2015,8:00 pm,Dallas Mavericks,98,Minnesota Timberwolves,75,Box Score,,13737,
Wed Jan 21 2015,8:00 pm,Los Angeles Lakers,80,New Orleans Pelicans,96,Box Score,,16268,
Wed Jan 21 2015,7:00 pm,New York Knicks,98,Philadelphia 76ers,91,Box Score,,13201,
Wed Jan 21 2015,9:00 pm,Portland Trail Blazers,113,Phoenix Suns,118,Box Score,,16703,
Wed Jan 21 2015,10:00 pm,Brooklyn Nets,103,Sacramento Kings,100,Box Score,,16427,
Wed Jan 21 2015,8:00 pm,Oklahoma City Thunder,105,Washington Wizards,103,Box Score,OT,20356,
Thu Jan 22 2015,8:00 pm,San Antonio Spurs,81,Chicago Bulls,104,Box Score,,21648,
Thu Jan 22 2015,10:30 pm,Brooklyn Nets,84,Los Angeles Clippers,123,Box Score,,19060,
Thu Jan 22 2015,8:00 pm,Utah Jazz,101,Milwaukee Bucks,99,Box Score,,12415,
Thu Jan 22 2015,10:00 pm,Boston Celtics,90,Portland Trail Blazers,89,Box Score,,19567,
Fri Jan 23 2015,7:30 pm,Oklahoma City Thunder,93,Atlanta Hawks,103,Box Score,,19203,
Fri Jan 23 2015,7:30 pm,Charlotte Hornets,90,Cleveland Cavaliers,129,Box Score,,20562,
Fri Jan 23 2015,8:00 pm,Chicago Bulls,102,Dallas Mavericks,98,Box Score,,20408,
Fri Jan 23 2015,9:00 pm,Boston Celtics,100,Denver Nuggets,99,Box Score,,16133,
Fri Jan 23 2015,10:30 pm,Sacramento Kings,101,Golden State Warriors,126,Box Score,,19596,
Fri Jan 23 2015,7:30 pm,Indiana Pacers,87,Miami Heat,89,Box Score,,19693,
Fri Jan 23 2015,8:00 pm,New Orleans Pelicans,92,Minnesota Timberwolves,84,Box Score,,14978,
Fri Jan 23 2015,7:30 pm,Orlando Magic,106,New York Knicks,113,Box Score,,19812,
Fri Jan 23 2015,7:00 pm,Toronto Raptors,91,Philadelphia 76ers,86,Box Score,,13640,
Fri Jan 23 2015,9:00 pm,Houston Rockets,113,Phoenix Suns,111,Box Score,,16701,
Fri Jan 23 2015,8:30 pm,Los Angeles Lakers,85,San Antonio Spurs,99,Box Score,,18581,
Sat Jan 24 2015,7:00 pm,New York Knicks,71,Charlotte Hornets,76,Box Score,,19117,
Sat Jan 24 2015,8:00 pm,Philadelphia 76ers,83,Memphis Grizzlies,101,Box Score,,17579,
Sat Jan 24 2015,7:30 pm,Detroit Pistons,86,Milwaukee Bucks,101,Box Score,,16388,
Sat Jan 24 2015,10:00 pm,Washington Wizards,96,Portland Trail Blazers,103,Box Score,,19775,
Sat Jan 24 2015,9:00 pm,Brooklyn Nets,73,Utah Jazz,108,Box Score,,19352,
Sun Jan 25 2015,6:00 pm,Minnesota Timberwolves,100,Atlanta Hawks,112,Box Score,,18049,
Sun Jan 25 2015,1:00 pm,Miami Heat,96,Chicago Bulls,84,Box Score,,21918,
Sun Jan 25 2015,3:30 pm,Oklahoma City Thunder,98,Cleveland Cavaliers,108,Box Score,,20562,
Sun Jan 25 2015,8:00 pm,Washington Wizards,117,Denver Nuggets,115,Box Score,OT,15410,
Sun Jan 25 2015,8:00 pm,Boston Celtics,111,Golden State Warriors,114,Box Score,,19596,
Sun Jan 25 2015,9:30 pm,Houston Rockets,99,Los Angeles Lakers,87,Box Score,,18997,
Sun Jan 25 2015,6:00 pm,Dallas Mavericks,106,New Orleans Pelicans,109,Box Score,,17687,
Sun Jan 25 2015,6:00 pm,Indiana Pacers,106,Orlando Magic,99,Box Score,,16704,
Sun Jan 25 2015,6:00 pm,Los Angeles Clippers,120,Phoenix Suns,100,Box Score,,17066,
Sun Jan 25 2015,7:00 pm,Milwaukee Bucks,95,San Antonio Spurs,101,Box Score,,18581,
Sun Jan 25 2015,7:00 pm,Detroit Pistons,110,Toronto Raptors,114,Box Score,,19800,
Mon Jan 26 2015,10:30 pm,Denver Nuggets,98,Los Angeles Clippers,102,Box Score,,19060,
Mon Jan 26 2015,8:00 pm,Orlando Magic,94,Memphis Grizzlies,103,Box Score,,15407,
Mon Jan 26 2015,8:00 pm,Philadelphia 76ers,74,New Orleans Pelicans,99,Box Score,,16419,
Mon Jan 26 2015,8:00 pm,Minnesota Timberwolves,84,Oklahoma City Thunder,92,Box Score,,18203,
Mon Jan 26 2015,9:00 pm,Boston Celtics,99,Utah Jazz,90,Box Score,,18947,
Tue Jan 27 2015,8:30 pm,Memphis Grizzlies,109,Dallas Mavericks,90,Box Score,,20160,
Tue Jan 27 2015,7:30 pm,Cleveland Cavaliers,103,Detroit Pistons,95,Box Score,,18178,
Tue Jan 27 2015,10:30 pm,Chicago Bulls,113,Golden State Warriors,111,Box Score,OT,19596,
Tue Jan 27 2015,7:00 pm,Toronto Raptors,104,Indiana Pacers,91,Box Score,,16204,
Tue Jan 27 2015,10:30 pm,Washington Wizards,98,Los Angeles Lakers,92,Box Score,,18997,
Tue Jan 27 2015,7:30 pm,Milwaukee Bucks,109,Miami Heat,102,Box Score,,19789,
Wed Jan 28 2015,8:00 pm,Brooklyn Nets,102,Atlanta Hawks,113,Box Score,,18047,
Wed Jan 28 2015,7:00 pm,Portland Trail Blazers,94,Cleveland Cavaliers,99,Box Score,,20562,
Wed Jan 28 2015,8:00 pm,Dallas Mavericks,94,Houston Rockets,99,Box Score,,18237,
Wed Jan 28 2015,8:00 pm,Boston Celtics,98,Minnesota Timberwolves,110,Box Score,,11434,
Wed Jan 28 2015,8:00 pm,Denver Nuggets,93,New Orleans Pelicans,85,Box Score,,16055,
Wed Jan 28 2015,8:00 pm,Oklahoma City Thunder,92,New York Knicks,100,Box Score,,19812,
Wed Jan 28 2015,7:00 pm,Detroit Pistons,69,Philadelphia 76ers,89,Box Score,,11213,
Wed Jan 28 2015,10:30 pm,Washington Wizards,98,Phoenix Suns,106,Box Score,,16209,
Wed Jan 28 2015,8:30 pm,Charlotte Hornets,86,San Antonio Spurs,95,Box Score,,18581,
Wed Jan 28 2015,7:30 pm,Sacramento Kings,102,Toronto Raptors,119,Box Score,,19800,
Wed Jan 28 2015,9:00 pm,Los Angeles Clippers,94,Utah Jazz,89,Box Score,,16322,
Thu Jan 29 2015,7:00 pm,New York Knicks,82,Indiana Pacers,103,Box Score,,15665,
Thu Jan 29 2015,10:30 pm,Chicago Bulls,118,Los Angeles Lakers,123,Box Score,2OT,18997,
Thu Jan 29 2015,8:00 pm,Denver Nuggets,69,Memphis Grizzlies,99,Box Score,,16736,
Thu Jan 29 2015,7:00 pm,Milwaukee Bucks,115,Orlando Magic,100,Box Score,,16071,
Fri Jan 30 2015,7:30 pm,Portland Trail Blazers,99,Atlanta Hawks,105,Box Score,,19018,
Fri Jan 30 2015,7:30 pm,Houston Rockets,93,Boston Celtics,87,Box Score,,17675,
Fri Jan 30 2015,7:30 pm,Toronto Raptors,127,Brooklyn Nets,122,Box Score,OT,17062,
Fri Jan 30 2015,7:30 pm,Sacramento Kings,90,Cleveland Cavaliers,101,Box Score,,20562,
Fri Jan 30 2015,8:00 pm,Dallas Mavericks,93,Miami Heat,72,Box Score,,19823,
Fri Jan 30 2015,8:00 pm,Los Angeles Clippers,103,New Orleans Pelicans,108,Box Score,,17932,
Fri Jan 30 2015,7:00 pm,Minnesota Timberwolves,94,Philadelphia 76ers,103,Box Score,,14333,
Fri Jan 30 2015,10:30 pm,Chicago Bulls,93,Phoenix Suns,99,Box Score,,18055,
Fri Jan 30 2015,9:00 pm,Golden State Warriors,100,Utah Jazz,110,Box Score,,19295,
Sat Jan 31 2015,7:30 pm,Philadelphia 76ers,85,Atlanta Hawks,91,Box Score,,19006,
Sat Jan 31 2015,9:00 pm,Charlotte Hornets,104,Denver Nuggets,86,Box Score,,13302,
Sat Jan 31 2015,7:30 pm,Houston Rockets,101,Detroit Pistons,114,Box Score,,18213,
Sat Jan 31 2015,10:30 pm,Phoenix Suns,87,Golden State Warriors,106,Box Score,,19596,
Sat Jan 31 2015,7:00 pm,Sacramento Kings,99,Indiana Pacers,94,Box Score,,18165,
Sat Jan 31 2015,8:00 pm,Oklahoma City Thunder,74,Memphis Grizzlies,85,Box Score,,18119,
Sat Jan 31 2015,8:30 pm,Portland Trail Blazers,88,Milwaukee Bucks,95,Box Score,,18717,
Sat Jan 31 2015,8:00 pm,Cleveland Cavaliers,106,Minnesota Timberwolves,90,Box Score,,19562,
Sat Jan 31 2015,7:00 pm,Dallas Mavericks,108,Orlando Magic,93,Box Score,,17626,
Sat Jan 31 2015,9:00 pm,Los Angeles Clippers,105,San Antonio Spurs,85,Box Score,,18581,
Sat Jan 31 2015,7:00 pm,Toronto Raptors,120,Washington Wizards,116,Box Score,OT,20356,
Sun Feb 1 2015,1:00 pm,Miami Heat,83,Boston Celtics,75,Box Score,,17366,
Sun Feb 1 2015,2:00 pm,Los Angeles Lakers,80,New York Knicks,92,Box Score,,19812,
Mon Feb 2 2015,7:30 pm,Los Angeles Clippers,100,Brooklyn Nets,102,Box Score,,16037,
Mon Feb 2 2015,7:00 pm,Philadelphia 76ers,84,Cleveland Cavaliers,97,Box Score,,20562,
Mon Feb 2 2015,8:30 pm,Minnesota Timberwolves,94,Dallas Mavericks,100,Box Score,,19989,
Mon Feb 2 2015,8:00 pm,Atlanta Hawks,100,New Orleans Pelicans,115,Box Score,,15487,
Mon Feb 2 2015,8:00 pm,Orlando Magic,97,Oklahoma City Thunder,104,Box Score,,18203,
Mon Feb 2 2015,9:00 pm,Memphis Grizzlies,102,Phoenix Suns,101,Box Score,,17199,
Mon Feb 2 2015,7:30 pm,Milwaukee Bucks,82,Toronto Raptors,75,Box Score,,19800,
Mon Feb 2 2015,7:00 pm,Charlotte Hornets,92,Washington Wizards,88,Box Score,,15816,
Tue Feb 3 2015,7:30 pm,Miami Heat,91,Detroit Pistons,108,Box Score,,12768,
Tue Feb 3 2015,7:30 pm,Boston Celtics,108,New York Knicks,97,Box Score,,19812,
Tue Feb 3 2015,7:00 pm,Denver Nuggets,98,Philadelphia 76ers,105,Box Score,,10290,
Tue Feb 3 2015,10:00 pm,Utah Jazz,102,Portland Trail Blazers,103,Box Score,,19441,
Tue Feb 3 2015,10:00 pm,Golden State Warriors,121,Sacramento Kings,96,Box Score,,17317,
Wed Feb 4 2015,7:30 pm,Washington Wizards,96,Atlanta Hawks,105,Box Score,,18047,
Wed Feb 4 2015,7:30 pm,Denver Nuggets,100,Boston Celtics,104,Box Score,,15126,
Wed Feb 4 2015,10:30 pm,Dallas Mavericks,114,Golden State Warriors,128,Box Score,,19596,
Wed Feb 4 2015,8:00 pm,Chicago Bulls,90,Houston Rockets,101,Box Score,,18325,
Wed Feb 4 2015,7:00 pm,Detroit Pistons,109,Indiana Pacers,114,Box Score,,15892,
Wed Feb 4 2015,8:00 pm,Los Angeles Lakers,105,Milwaukee Bucks,113,Box Score,OT,12544,
Wed Feb 4 2015,8:00 pm,Miami Heat,101,Minnesota Timberwolves,102,Box Score,,11517,
Wed Feb 4 2015,8:00 pm,Oklahoma City Thunder,102,New Orleans Pelicans,91,Box Score,,17156,
Wed Feb 4 2015,8:30 pm,Orlando Magic,103,San Antonio Spurs,110,Box Score,,18581,
Wed Feb 4 2015,7:30 pm,Brooklyn Nets,109,Toronto Raptors,93,Box Score,,19800,
Wed Feb 4 2015,9:00 pm,Memphis Grizzlies,100,Utah Jazz,90,Box Score,,19911,
Thu Feb 5 2015,7:00 pm,Washington Wizards,87,Charlotte Hornets,94,Box Score,,17019,
Thu Feb 5 2015,8:00 pm,Los Angeles Clippers,94,Cleveland Cavaliers,105,Box Score,,20562,
Thu Feb 5 2015,10:30 pm,Phoenix Suns,87,Portland Trail Blazers,108,Box Score,,19488,
Thu Feb 5 2015,10:00 pm,Dallas Mavericks,101,Sacramento Kings,78,Box Score,,16993,
Fri Feb 6 2015,7:30 pm,Golden State Warriors,116,Atlanta Hawks,124,Box Score,,19225,
Fri Feb 6 2015,7:30 pm,Philadelphia 76ers,96,Boston Celtics,107,Box Score,,18322,
Fri Feb 6 2015,7:00 pm,New York Knicks,88,Brooklyn Nets,92,Box Score,,17732,
Fri Feb 6 2015,7:30 pm,Denver Nuggets,88,Detroit Pistons,98,Box Score,,17035,
Fri Feb 6 2015,8:00 pm,Milwaukee Bucks,111,Houston Rockets,117,Box Score,,18239,
Fri Feb 6 2015,7:00 pm,Cleveland Cavaliers,99,Indiana Pacers,103,Box Score,,18165,
Fri Feb 6 2015,8:00 pm,Memphis Grizzlies,89,Minnesota Timberwolves,90,Box Score,,14388,
Fri Feb 6 2015,8:00 pm,New Orleans Pelicans,116,Oklahoma City Thunder,113,Box Score,,18203,
Fri Feb 6 2015,7:00 pm,Los Angeles Lakers,97,Orlando Magic,103,Box Score,OT,16206,
Fri Feb 6 2015,9:00 pm,Utah Jazz,93,Phoenix Suns,100,Box Score,,18055,
Fri Feb 6 2015,9:30 pm,Miami Heat,85,San Antonio Spurs,98,Box Score,,18581,
Fri Feb 6 2015,7:00 pm,Los Angeles Clippers,107,Toronto Raptors,123,Box Score,,19800,
Sat Feb 7 2015,8:30 pm,Portland Trail Blazers,101,Dallas Mavericks,111,Box Score,OT,20398,
Sat Feb 7 2015,8:30 pm,Boston Celtics,93,Milwaukee Bucks,96,Box Score,,16470,
Sat Feb 7 2015,7:00 pm,Chicago Bulls,107,New Orleans Pelicans,72,Box Score,,18402,
Sat Feb 7 2015,7:30 pm,Golden State Warriors,106,New York Knicks,92,Box Score,,19812,
Sat Feb 7 2015,7:30 pm,Charlotte Hornets,81,Philadelphia 76ers,89,Box Score,,16739,
Sat Feb 7 2015,9:00 pm,Sacramento Kings,90,Utah Jazz,102,Box Score,,19128,
Sat Feb 7 2015,7:00 pm,Brooklyn Nets,77,Washington Wizards,114,Box Score,,20356,
Sun Feb 8 2015,6:00 pm,Indiana Pacers,103,Charlotte Hornets,102,Box Score,,16991,
Sun Feb 8 2015,3:30 pm,Los Angeles Lakers,105,Cleveland Cavaliers,120,Box Score,,20562,
Sun Feb 8 2015,6:00 pm,Minnesota Timberwolves,112,Detroit Pistons,101,Box Score,,16075,
Sun Feb 8 2015,7:00 pm,Portland Trail Blazers,109,Houston Rockets,98,Box Score,,18243,
Sun Feb 8 2015,6:00 pm,Atlanta Hawks,88,Memphis Grizzlies,94,Box Score,,18119,
Sun Feb 8 2015,1:00 pm,Los Angeles Clippers,108,Oklahoma City Thunder,131,Box Score,,18203,
Sun Feb 8 2015,6:00 pm,Chicago Bulls,98,Orlando Magic,97,Box Score,,16944,
Sun Feb 8 2015,9:00 pm,Phoenix Suns,83,Sacramento Kings,85,Box Score,,17013,
Sun Feb 8 2015,7:00 pm,San Antonio Spurs,82,Toronto Raptors,87,Box Score,,19800,
Mon Feb 9 2015,8:30 pm,Los Angeles Clippers,115,Dallas Mavericks,98,Box Score,,20082,
Mon Feb 9 2015,9:00 pm,Oklahoma City Thunder,124,Denver Nuggets,114,Box Score,,16511,
Mon Feb 9 2015,7:00 pm,San Antonio Spurs,95,Indiana Pacers,93,Box Score,,16691,
Mon Feb 9 2015,7:30 pm,New York Knicks,95,Miami Heat,109,Box Score,,19851,
Mon Feb 9 2015,8:00 pm,Brooklyn Nets,97,Milwaukee Bucks,103,Box Score,,12431,
Mon Feb 9 2015,8:00 pm,Atlanta Hawks,117,Minnesota Timberwolves,105,Box Score,,10987,
Mon Feb 9 2015,8:00 pm,Utah Jazz,100,New Orleans Pelicans,96,Box Score,,15321,
Mon Feb 9 2015,7:00 pm,Golden State Warriors,89,Philadelphia 76ers,84,Box Score,,16247,
Mon Feb 9 2015,7:00 pm,Orlando Magic,80,Washington Wizards,96,Box Score,,16031,
Tue Feb 10 2015,8:00 pm,Sacramento Kings,86,Chicago Bulls,104,Box Score,,21560,
Tue Feb 10 2015,7:00 pm,Detroit Pistons,106,Charlotte Hornets,78,Box Score,,15876,
Tue Feb 10 2015,10:30 pm,Denver Nuggets,106,Los Angeles Lakers,96,Box Score,,18466,
Tue Feb 10 2015,8:00 pm,Brooklyn Nets,86,Memphis Grizzlies,95,Box Score,,16901,
Tue Feb 10 2015,8:00 pm,Houston Rockets,127,Phoenix Suns,118,Box Score,,17071,
Wed Feb 11 2015,7:30 pm,Atlanta Hawks,88,Boston Celtics,89,Box Score,,16083,
Wed Feb 11 2015,8:00 pm,Miami Heat,93,Cleveland Cavaliers,113,Box Score,,20562,
Wed Feb 11 2015,8:30 pm,Utah Jazz,82,Dallas Mavericks,87,Box Score,,19947,
Wed Feb 11 2015,7:30 pm,San Antonio Spurs,104,Detroit Pistons,87,Box Score,,14617,
Wed Feb 11 2015,10:30 pm,Houston Rockets,95,Los Angeles Clippers,110,Box Score,,19060,
Wed Feb 11 2015,8:00 pm,Sacramento Kings,103,Milwaukee Bucks,111,Box Score,,13046,
Wed Feb 11 2015,8:00 pm,Golden State Warriors,94,Minnesota Timberwolves,91,Box Score,,14303,
Wed Feb 11 2015,8:00 pm,Indiana Pacers,106,New Orleans Pelicans,93,Box Score,,17074,
Wed Feb 11 2015,8:00 pm,Memphis Grizzlies,89,Oklahoma City Thunder,105,Box Score,,18203,
Wed Feb 11 2015,7:00 pm,New York Knicks,83,Orlando Magic,89,Box Score,,15473,
Wed Feb 11 2015,10:00 pm,Los Angeles Lakers,86,Portland Trail Blazers,102,Box Score,,19585,
